event_id,sede,start_time,end_time,total_kwh,avg_occupancy,category,duration_hours,ai_recommendation
Tunja_235,Tunja,2024-11-05 11:00:00,2024-11-05 11:00:00,73.763551736974,61.3,Pico de Demanda Inesperado,1,Pending...
Duitama_361,Duitama,2025-03-12 19:00:00,2025-03-12 19:00:00,73.43574540136382,31.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_47,Sogamoso,2018-11-27 12:00:00,2018-11-27 12:00:00,73.39298805324076,41.2,Pico de Demanda Inesperado,1,Pending...
Duitama_203,Duitama,2022-08-01 08:00:00,2022-08-01 08:00:00,72.81576385357938,6.0,Pico de Demanda Inesperado,1,Pending...
Duitama_57,Duitama,2019-02-18 07:00:00,2019-02-18 09:00:00,72.777,74.13333333333334,Pico de Demanda Inesperado,3,Pending...
Tunja_229,Tunja,2024-09-25 08:00:00,2024-09-25 08:00:00,72.38106414766156,75.7,Pico de Demanda Inesperado,1,Pending...
Sogamoso_84,Sogamoso,2019-06-17 15:00:00,2019-06-17 15:00:00,72.22428720454364,5.4,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_13,Chiquinquirá,2018-08-21 16:00:00,2018-08-21 18:00:00,72.18865608110777,50.900000000000006,Pico de Demanda Inesperado,2,Pending...
Duitama_31,Duitama,2018-10-05 14:00:00,2018-10-05 14:00:00,72.10314138486163,50.2,Pico de Demanda Inesperado,1,Pending...
Duitama_252,Duitama,2023-07-31 10:00:00,2023-07-31 10:00:00,71.77533504925147,7.4,Pico de Demanda Inesperado,1,Pending...
Sogamoso_358,Sogamoso,2025-03-18 13:00:00,2025-03-18 13:00:00,71.6399367801951,54.75,Pico de Demanda Inesperado,1,Pending...
Duitama_322,Duitama,2024-08-09 09:00:00,2024-08-09 09:00:00,71.45465493832847,7.5,Pico de Demanda Inesperado,1,Pending...
Sogamoso_116,Sogamoso,2020-01-24 14:00:00,2020-01-24 14:00:00,71.04133390647219,42.9,Pico de Demanda Inesperado,1,Pending...
Sogamoso_320,Sogamoso,2024-09-23 07:00:00,2024-09-23 09:00:00,70.981,57.93333333333334,Pico de Demanda Inesperado,3,Pending...
Duitama_233,Duitama,2023-03-07 12:00:00,2023-03-07 12:00:00,70.84179961523122,53.8,Pico de Demanda Inesperado,1,Pending...
Tunja_66,Tunja,2019-06-10 14:00:00,2019-06-10 14:00:00,70.67077022273897,60.8,Pico de Demanda Inesperado,1,Pending...
Sogamoso_333,Sogamoso,2024-10-29 20:00:00,2024-10-29 20:00:00,70.59950797586718,35.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_356,Sogamoso,2025-03-05 18:00:00,2025-03-05 18:00:00,70.53537195368258,43.1,Pico de Demanda Inesperado,1,Pending...
Duitama_204,Duitama,2022-08-01 14:00:00,2022-08-01 14:00:00,70.36434256119034,7.9,Pico de Demanda Inesperado,1,Pending...
Duitama_68,Duitama,2019-03-18 07:00:00,2019-03-18 10:00:00,70.186,56.03333333333334,Pico de Demanda Inesperado,3,Pending...
Duitama_184,Duitama,2022-03-24 12:00:00,2022-03-24 12:00:00,69.88688550714944,45.6,Pico de Demanda Inesperado,1,Pending...
Tunja_140,Tunja,2022-12-06 09:00:00,2022-12-06 09:00:00,69.88688550714944,59.3,Pico de Demanda Inesperado,1,Pending...
Tunja_226,Tunja,2024-09-17 07:00:00,2024-09-17 07:00:00,69.85838060840074,79.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_67,Sogamoso,2019-03-19 04:00:00,2019-03-19 06:00:00,69.85838060840074,18.7,Uso Nocturno Inusual,2,Pending...
Sogamoso_140,Sogamoso,2022-04-11 20:00:00,2022-04-11 20:00:00,69.82987570965201,31.3,Pico de Demanda Inesperado,1,Pending...
Duitama_387,Duitama,2025-06-30 08:00:00,2025-06-30 08:00:00,69.80137081090331,5.5,Pico de Demanda Inesperado,1,Pending...
Duitama_110,Duitama,2019-07-27 08:00:00,2019-07-27 08:00:00,69.73010856403154,8.4,Pico de Demanda Inesperado,1,Pending...
Tunja_59,Tunja,2019-04-26 07:00:00,2019-04-26 07:00:00,69.40942845310855,70.5,Pico de Demanda Inesperado,1,Pending...
Tunja_173,Tunja,2023-08-23 16:00:00,2023-08-23 16:00:00,69.09587456687274,68.6,Pico de Demanda Inesperado,1,Pending...
Sogamoso_368,Sogamoso,2025-04-16 20:00:00,2025-04-16 20:00:00,68.76094200657539,23.75,Pico de Demanda Inesperado,1,Pending...
Tunja_182,Tunja,2023-11-21 11:00:00,2023-11-21 11:00:00,68.4758930190883,50.6,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_29,Chiquinquirá,2019-05-27 14:00:00,2019-05-27 14:00:00,68.11245556004225,45.9,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_65,Chiquinquirá,2022-04-28 08:00:00,2022-04-28 08:00:00,67.54948380975523,49.5,Pico de Demanda Inesperado,1,Pending...
Tunja_122,Tunja,2022-08-22 14:00:00,2022-08-22 14:00:00,67.42121176538603,56.666666666666664,Pico de Demanda Inesperado,1,Pending...
Tunja_73,Tunja,2019-09-11 07:00:00,2019-09-11 07:00:00,67.3071921703912,68.5,Pico de Demanda Inesperado,1,Pending...
Duitama_21,Duitama,2018-07-19 12:00:00,2018-07-19 12:00:00,66.68721062260676,11.2,Pico de Demanda Inesperado,1,Pending...
Sogamoso_20,Sogamoso,2018-07-12 15:00:00,2018-07-12 15:00:00,66.58744347698627,6.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_228,Sogamoso,2023-08-12 11:00:00,2023-08-12 11:00:00,66.49480255605296,6.6,Pico de Demanda Inesperado,1,Pending...
Duitama_168,Duitama,2021-09-14 08:00:00,2021-09-14 08:00:00,66.31664693887352,53.2,Pico de Demanda Inesperado,1,Pending...
Tunja_138,Tunja,2022-11-28 10:00:00,2022-11-28 10:00:00,66.25251091668893,78.3,Pico de Demanda Inesperado,1,Pending...
Sogamoso_39,Sogamoso,2018-10-19 20:00:00,2018-10-19 20:00:00,66.18124866981717,40.5,Pico de Demanda Inesperado,1,Pending...
Tunja_7,Tunja,2018-04-12 14:00:00,2018-04-12 14:00:00,66.1313650970069,67.7,Pico de Demanda Inesperado,1,Pending...
Tunja_36,Tunja,2018-10-12 07:00:00,2018-10-12 07:00:00,66.10998642294538,78.5,Pico de Demanda Inesperado,1,Pending...
Sogamoso_73,Sogamoso,2019-05-15 20:00:00,2019-05-15 20:00:00,66.05297662544797,33.8,Pico de Demanda Inesperado,1,Pending...
Tunja_64,Tunja,2019-06-04 11:00:00,2019-06-04 11:00:00,65.76080141327368,49.6,Pico de Demanda Inesperado,1,Pending...
Duitama_170,Duitama,2021-10-14 10:00:00,2021-10-14 10:00:00,65.69666539108908,41.5,Pico de Demanda Inesperado,1,Pending...
Tunja_35,Tunja,2018-10-10 08:00:00,2018-10-10 08:00:00,65.4757524257866,57.1,Pico de Demanda Inesperado,1,Pending...
Duitama_326,Duitama,2024-08-14 07:00:00,2024-08-14 07:00:00,64.59922678926375,4.8,Consumo Fantasma,1,Pending...
Chiquinquirá_112,Chiquinquirá,2024-06-10 14:00:00,2024-06-10 14:00:00,64.56359566582788,62.1,Pico de Demanda Inesperado,1,Pending...
Duitama_284,Duitama,2024-03-12 20:00:00,2024-03-12 20:00:00,64.54221699176634,28.4,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_132,Chiquinquirá,2025-05-07 14:00:00,2025-05-07 14:00:00,64.46382852020739,60.3,Pico de Demanda Inesperado,1,Pending...
Sogamoso_89,Sogamoso,2019-07-30 07:00:00,2019-07-30 07:00:00,63.929361668669074,5.9,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_139,Chiquinquirá,2025-09-16 07:00:00,2025-09-16 07:00:00,63.68707002930504,59.7,Pico de Demanda Inesperado,1,Pending...
Sogamoso_54,Sogamoso,2019-01-31 18:00:00,2019-01-31 18:00:00,63.41627349119229,32.2,Pico de Demanda Inesperado,1,Pending...
Tunja_184,Tunja,2023-11-28 07:00:00,2023-11-28 07:00:00,63.40914726650512,65.2,Pico de Demanda Inesperado,1,Pending...
Tunja_136,Tunja,2022-11-25 11:00:00,2022-11-25 11:00:00,63.34501124432052,53.5,Pico de Demanda Inesperado,1,Pending...
Tunja_186,Tunja,2023-12-06 09:00:00,2023-12-06 09:00:00,62.682272348413015,66.9,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_67,Chiquinquirá,2022-05-31 10:00:00,2022-05-31 10:00:00,62.219067743746486,58.2,Pico de Demanda Inesperado,1,Pending...
Duitama_276,Duitama,2024-01-24 19:00:00,2024-01-24 19:00:00,62.16918417093624,38.2,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_83,Chiquinquirá,2023-04-20 15:00:00,2023-04-20 15:00:00,61.37817323065954,49.3,Pico de Demanda Inesperado,1,Pending...
Duitama_22,Duitama,2018-08-02 10:00:00,2018-08-02 10:00:00,61.34254210722366,6.6,Pico de Demanda Inesperado,1,Pending...
Tunja_185,Tunja,2023-11-30 07:00:00,2023-11-30 07:00:00,61.04324067036221,58.3,Pico de Demanda Inesperado,1,Pending...
Duitama_195,Duitama,2022-05-23 06:00:00,2022-05-23 07:00:00,61.01547500301517,46.5,Pico de Demanda Inesperado,2,Pending...
Tunja_234,Tunja,2024-10-29 14:00:00,2024-10-29 14:00:00,60.6299196385059,63.15,Pico de Demanda Inesperado,1,Pending...
Tunja_125,Tunja,2022-09-09 16:00:00,2022-09-09 16:00:00,60.515900043511074,49.3,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_25,Chiquinquirá,2019-04-24 15:00:00,2019-04-24 15:00:00,60.05269543884453,58.2,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_109,Chiquinquirá,2024-05-24 10:00:00,2024-05-24 10:00:00,59.94580206853688,56.93333333333334,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_66,Chiquinquirá,2022-05-03 11:00:00,2022-05-03 11:00:00,59.90304472041381,52.6,Pico de Demanda Inesperado,1,Pending...
Sogamoso_7,Sogamoso,2018-04-20 20:00:00,2018-04-20 20:00:00,59.90304472041381,42.9,Pico de Demanda Inesperado,1,Pending...
Sogamoso_147,Sogamoso,2022-05-10 20:00:00,2022-05-10 20:00:00,59.62512195761389,25.9,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_93,Chiquinquirá,2023-09-11 16:00:00,2023-09-11 16:00:00,59.54673348605493,68.9,Pico de Demanda Inesperado,1,Pending...
Tunja_242,Tunja,2025-02-05 16:00:00,2025-02-05 16:00:00,59.34007297012678,68.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_21,Sogamoso,2018-07-14 12:00:00,2018-07-14 12:00:00,59.31869429606525,10.1,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_142,Chiquinquirá,2025-10-29 14:00:00,2025-10-29 14:00:00,59.09065510607557,41.9,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_121,Chiquinquirá,2024-11-04 07:00:00,2024-11-04 07:00:00,58.8911208148346,70.7,Pico de Demanda Inesperado,1,Pending...
Tunja_16,Tunja,2018-05-31 17:00:00,2018-05-31 17:00:00,58.876868365460254,58.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_197,Sogamoso,2023-02-06 19:00:00,2023-02-06 19:00:00,58.3210228398604,37.65,Pico de Demanda Inesperado,1,Pending...
Tunja_6,Tunja,2018-03-26 11:00:00,2018-03-26 11:00:00,58.29964416579887,77.3,Pico de Demanda Inesperado,1,Pending...
Tunja_196,Tunja,2024-01-17 17:00:00,2024-01-17 17:00:00,57.408866079901685,72.8,Pico de Demanda Inesperado,1,Pending...
Sogamoso_136,Sogamoso,2022-02-11 23:00:00,2022-02-12 00:00:00,57.294846484906856,18.15,Uso Nocturno Inusual,2,Pending...
Tunja_205,Tunja,2024-03-13 10:00:00,2024-03-13 10:00:00,57.180826889912005,54.6,Pico de Demanda Inesperado,1,Pending...
Tunja_17,Tunja,2018-06-01 17:00:00,2018-06-01 17:00:00,56.08338828808668,60.6,Pico de Demanda Inesperado,1,Pending...
Tunja_148,Tunja,2023-02-10 08:00:00,2023-02-10 08:00:00,55.92661134496878,62.8,Pico de Demanda Inesperado,1,Pending...
Duitama_160,Duitama,2020-03-24 15:00:00,2020-03-24 15:00:00,55.677193480917566,26.9,Pico de Demanda Inesperado,1,Pending...
Tunja_202,Tunja,2024-03-04 07:00:00,2024-03-04 07:00:00,55.10709550594337,71.9,Pico de Demanda Inesperado,1,Pending...
Sogamoso_115,Sogamoso,2020-01-23 12:00:00,2020-01-23 12:00:00,54.71515314814861,41.7,Pico de Demanda Inesperado,1,Pending...
Sogamoso_418,Sogamoso,2025-09-03 08:00:00,2025-09-03 09:00:00,54.546,75.47500000000001,Pico de Demanda Inesperado,2,Pending...
Duitama_221,Duitama,2022-10-25 19:00:00,2022-10-25 19:00:00,54.4657352840974,30.6,Pico de Demanda Inesperado,1,Pending...
Tunja_96,Tunja,2022-02-09 11:00:00,2022-02-09 11:00:00,54.15218139786159,67.8,Pico de Demanda Inesperado,1,Pending...
Sogamoso_306,Sogamoso,2024-08-28 07:00:00,2024-08-28 10:00:00,54.016,72.19999999999999,Pico de Demanda Inesperado,2,Pending...
Duitama_172,Duitama,2021-11-05 17:00:00,2021-11-05 17:00:00,53.90276353381038,35.5,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_101,Chiquinquirá,2024-02-15 09:00:00,2024-02-15 09:00:00,53.82437506225143,60.8,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_74,Chiquinquirá,2022-11-09 07:00:00,2022-11-09 07:00:00,53.767365264754005,53.5,Pico de Demanda Inesperado,1,Pending...
Sogamoso_96,Sogamoso,2019-09-11 07:00:00,2019-09-11 10:00:00,53.673,75.69999999999999,Pico de Demanda Inesperado,2,Pending...
Duitama_174,Duitama,2021-12-03 17:00:00,2021-12-03 17:00:00,53.58208342288739,40.3,Pico de Demanda Inesperado,1,Pending...
Duitama_404,Duitama,2025-09-09 09:00:00,2025-09-09 11:00:00,53.474,58.75,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_63,Chiquinquirá,2022-03-21 09:00:00,2022-03-21 09:00:00,53.42530647976949,76.0,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_96,Chiquinquirá,2023-10-24 15:00:00,2023-10-24 15:00:00,53.42530647976949,59.13333333333333,Pico de Demanda Inesperado,1,Pending...
Tunja_260,Tunja,2025-09-05 14:00:00,2025-09-05 14:00:00,53.21151973915416,47.4,Pico de Demanda Inesperado,1,Pending...
Duitama_321,Duitama,2024-08-03 10:00:00,2024-08-03 10:00:00,53.083247694784966,7.5,Pico de Demanda Inesperado,1,Pending...
Duitama_112,Duitama,2019-08-03 16:00:00,2019-08-03 16:00:00,52.883713403544,8.6,Pico de Demanda Inesperado,1,Pending...
Sogamoso_416,Sogamoso,2025-09-02 08:00:00,2025-09-02 09:00:00,52.873999999999995,69.2,Pico de Demanda Inesperado,2,Pending...
Duitama_406,Duitama,2025-09-12 08:00:00,2025-09-12 09:00:00,52.724,73.55000000000001,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_36,Chiquinquirá,2019-08-27 17:00:00,2019-08-27 17:00:00,52.55590706793384,52.3,Pico de Demanda Inesperado,1,Pending...
Duitama_85,Duitama,2019-04-12 08:00:00,2019-04-12 10:00:00,52.546,70.67500000000001,Pico de Demanda Inesperado,2,Pending...
Tunja_231,Tunja,2024-10-11 17:00:00,2024-10-11 17:00:00,52.334994102631335,60.1,Pico de Demanda Inesperado,1,Pending...
Duitama_159,Duitama,2020-02-25 19:00:00,2020-02-25 19:00:00,52.18534338420061,29.0,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_78,Chiquinquirá,2023-03-06 16:00:00,2023-03-06 16:00:00,52.142586036077546,57.2,Pico de Demanda Inesperado,1,Pending...
Duitama_365,Duitama,2025-04-14 08:00:00,2025-04-14 10:00:00,52.133,65.6,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_42,Chiquinquirá,2019-11-12 16:00:00,2019-11-12 16:00:00,52.07845001389295,76.6,Pico de Demanda Inesperado,1,Pending...
Duitama_33,Duitama,2018-10-25 12:00:00,2018-10-25 12:00:00,52.00006154233399,58.650000000000006,Pico de Demanda Inesperado,1,Pending...
Duitama_342,Duitama,2024-10-04 20:00:00,2024-10-04 20:00:00,51.86466327327762,36.7,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_8,Chiquinquirá,2018-05-09 08:00:00,2018-05-09 08:00:00,51.772022352344315,51.6,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_128,Chiquinquirá,2025-02-28 08:00:00,2025-02-28 08:00:00,51.70076010547254,52.6,Pico de Demanda Inesperado,1,Pending...
Sogamoso_378,Sogamoso,2025-05-13 07:00:00,2025-05-13 09:00:00,51.69199999999999,61.400000000000006,Pico de Demanda Inesperado,2,Pending...
Duitama_257,Duitama,2023-08-28 07:00:00,2023-08-28 08:00:00,51.661,62.55,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_126,Chiquinquirá,2025-01-31 07:00:00,2025-01-31 07:00:00,51.608119184539234,57.4,Pico de Demanda Inesperado,1,Pending...
Sogamoso_274,Sogamoso,2024-04-30 07:00:00,2024-04-30 09:00:00,51.486,60.099999999999994,Pico de Demanda Inesperado,2,Pending...
Duitama_23,Duitama,2018-08-03 07:00:00,2018-08-03 07:00:00,51.380079994549554,5.85,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_100,Chiquinquirá,2024-02-02 08:00:00,2024-02-02 08:00:00,51.32307019705213,56.650000000000006,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_98,Chiquinquirá,2023-12-07 15:00:00,2023-12-07 15:00:00,51.23042927611883,48.5,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_16,Chiquinquirá,2018-10-12 10:00:00,2018-10-12 10:00:00,51.16629325393423,58.8,Pico de Demanda Inesperado,1,Pending...
Sogamoso_311,Sogamoso,2024-09-09 07:00:00,2024-09-09 08:00:00,51.153,69.65,Pico de Demanda Inesperado,2,Pending...
Sogamoso_309,Sogamoso,2024-09-04 09:00:00,2024-09-04 10:00:00,51.02,76.0,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_125,Chiquinquirá,2024-12-02 16:00:00,2024-12-02 16:00:00,50.99526386144197,58.53333333333333,Pico de Demanda Inesperado,1,Pending...
Duitama_372,Duitama,2025-04-28 08:00:00,2025-04-28 10:00:00,50.991,70.65,Pico de Demanda Inesperado,2,Pending...
Duitama_83,Duitama,2019-04-10 07:00:00,2019-04-10 08:00:00,50.864,76.55000000000001,Pico de Demanda Inesperado,2,Pending...
Duitama_268,Duitama,2023-10-04 20:00:00,2023-10-04 20:00:00,50.82423446894971,36.8,Pico de Demanda Inesperado,1,Pending...
Sogamoso_126,Sogamoso,2021-09-02 08:00:00,2021-09-02 08:00:00,50.752972222077936,38.5,Pico de Demanda Inesperado,1,Pending...
Sogamoso_428,Sogamoso,2025-09-22 08:00:00,2025-09-22 10:00:00,50.724999999999994,63.4,Pico de Demanda Inesperado,2,Pending...
Tunja_50,Tunja,2019-02-18 11:00:00,2019-02-18 11:00:00,50.71734109864205,58.1,Pico de Demanda Inesperado,1,Pending...
Tunja_106,Tunja,2022-05-28 12:00:00,2022-05-28 12:00:00,50.71021487395487,64.5,Pico de Demanda Inesperado,1,Pending...
Tunja_48,Tunja,2019-02-12 10:00:00,2019-02-12 10:00:00,50.353903639596,62.2,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_40,Chiquinquirá,2019-10-28 11:00:00,2019-10-28 11:00:00,50.16862179772939,58.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_234,Sogamoso,2023-09-01 07:00:00,2023-09-01 10:00:00,50.086,54.45,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_99,Chiquinquirá,2024-01-22 07:00:00,2024-01-22 07:00:00,49.904951484303815,70.2,Pico de Demanda Inesperado,1,Pending...
Duitama_335,Duitama,2024-09-09 07:00:00,2024-09-09 08:00:00,49.904,62.1,Pico de Demanda Inesperado,2,Pending...
Duitama_98,Duitama,2019-05-13 16:00:00,2019-05-13 16:00:00,49.894,65.5,Pico de Demanda Inesperado,2,Pending...
Duitama_81,Duitama,2019-04-08 09:00:00,2019-04-08 10:00:00,49.834,56.65,Pico de Demanda Inesperado,2,Pending...
Duitama_86,Duitama,2019-04-15 08:00:00,2019-04-15 09:00:00,49.711,60.3,Pico de Demanda Inesperado,2,Pending...
Sogamoso_313,Sogamoso,2024-09-10 07:00:00,2024-09-10 09:00:00,49.392,72.1,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_104,Chiquinquirá,2024-03-19 08:00:00,2024-03-19 08:00:00,49.306348610580905,65.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_243,Sogamoso,2023-09-25 07:00:00,2023-09-25 10:00:00,49.208,55.05,Pico de Demanda Inesperado,2,Pending...
Sogamoso_367,Sogamoso,2025-04-15 07:00:00,2025-04-15 09:00:00,49.175,72.9,Pico de Demanda Inesperado,2,Pending...
Sogamoso_229,Sogamoso,2023-08-22 07:00:00,2023-08-22 10:00:00,49.131,63.849999999999994,Pico de Demanda Inesperado,2,Pending...
Duitama_381,Duitama,2025-06-02 07:00:00,2025-06-02 08:00:00,49.046,58.599999999999994,Pico de Demanda Inesperado,2,Pending...
Duitama_42,Duitama,2019-01-21 07:00:00,2019-01-21 08:00:00,49.0,59.8,Pico de Demanda Inesperado,2,Pending...
Sogamoso_235,Sogamoso,2023-09-04 07:00:00,2023-09-04 10:00:00,48.954,56.95,Pico de Demanda Inesperado,2,Pending...
Tunja_206,Tunja,2024-04-01 13:00:00,2024-04-01 13:00:00,48.843144005914375,47.2,Pico de Demanda Inesperado,1,Pending...
Sogamoso_317,Sogamoso,2024-09-16 07:00:00,2024-09-16 08:00:00,48.823,50.275,Pico de Demanda Inesperado,2,Pending...
Tunja_47,Tunja,2019-01-31 10:00:00,2019-01-31 10:00:00,48.67211461342212,54.4,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_76,Chiquinquirá,2022-11-28 17:00:00,2022-11-28 17:00:00,48.62223104061187,53.9,Pico de Demanda Inesperado,1,Pending...
Sogamoso_292,Sogamoso,2024-06-10 08:00:00,2024-06-10 10:00:00,48.572,75.4,Pico de Demanda Inesperado,2,Pending...
Sogamoso_284,Sogamoso,2024-05-27 09:00:00,2024-05-27 10:00:00,48.529,75.85,Pico de Demanda Inesperado,2,Pending...
Sogamoso_144,Sogamoso,2022-05-06 07:00:00,2022-05-06 10:00:00,48.446,58.95,Pico de Demanda Inesperado,2,Pending...
Sogamoso_279,Sogamoso,2024-05-13 07:00:00,2024-05-13 08:00:00,48.177,57.6,Pico de Demanda Inesperado,2,Pending...
Sogamoso_242,Sogamoso,2023-09-22 07:00:00,2023-09-22 09:00:00,48.042,75.75,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_77,Chiquinquirá,2023-03-01 14:00:00,2023-03-01 14:00:00,47.96661836939155,67.9,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_105,Chiquinquirá,2024-03-22 07:00:00,2024-03-22 07:00:00,47.6958218312788,64.9,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_79,Chiquinquirá,2023-03-28 10:00:00,2023-03-28 10:00:00,47.58180223628396,54.5,Pico de Demanda Inesperado,1,Pending...
Duitama_60,Duitama,2019-02-25 07:00:00,2019-02-25 08:00:00,47.471,68.4,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_103,Chiquinquirá,2024-03-08 07:00:00,2024-03-08 07:00:00,47.38226794504299,33.75,Pico de Demanda Inesperado,1,Pending...
Duitama_66,Duitama,2019-03-11 08:00:00,2019-03-11 09:00:00,47.351,75.85,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_57,Chiquinquirá,2021-11-25 10:00:00,2021-11-25 10:00:00,47.28250079942251,42.7,Pico de Demanda Inesperado,1,Pending...
Sogamoso_436,Sogamoso,2025-10-10 08:00:00,2025-10-10 11:00:00,47.267,72.85,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_75,Chiquinquirá,2022-11-23 09:00:00,2022-11-23 09:00:00,47.07584028349436,60.1,Pico de Demanda Inesperado,1,Pending...
Duitama_54,Duitama,2019-02-12 07:00:00,2019-02-12 08:00:00,46.588,77.80000000000001,Pico de Demanda Inesperado,2,Pending...
Tunja_80,Tunja,2019-11-01 17:00:00,2019-11-01 17:00:00,46.37747026415097,64.2,Pico de Demanda Inesperado,1,Pending...
Duitama_61,Duitama,2019-02-25 16:00:00,2019-02-25 17:00:00,46.373999999999995,71.875,Pico de Demanda Inesperado,2,Pending...
Sogamoso_167,Sogamoso,2022-08-29 07:00:00,2022-08-29 08:00:00,46.134,55.525,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_19,Chiquinquirá,2018-12-05 11:00:00,2018-12-05 11:00:00,45.98552790635621,55.2,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_18,Chiquinquirá,2018-11-30 11:00:00,2018-11-30 11:00:00,45.92851810885879,65.8,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_5,Chiquinquirá,2018-03-07 08:00:00,2018-03-07 08:00:00,45.70047891886911,69.6,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_22,Chiquinquirá,2019-03-15 11:00:00,2019-03-15 11:00:00,45.48669217825378,60.0,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_59,Chiquinquirá,2022-01-24 09:00:00,2022-01-24 09:00:00,45.25865298826411,52.2,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_23,Chiquinquirá,2019-03-28 10:00:00,2019-03-28 10:00:00,45.23727431420257,55.9,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_11,Chiquinquirá,2018-06-22 13:00:00,2018-06-22 15:00:00,45.15888584264362,7.3,Pico de Demanda Inesperado,2,Pending...
Tunja_60,Tunja,2019-05-02 13:00:00,2019-05-02 13:00:00,44.610166541730955,55.7,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_4,Chiquinquirá,2018-02-28 11:00:00,2018-02-28 11:00:00,44.52465184548483,65.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_128,Sogamoso,2021-10-04 15:00:00,2021-10-04 15:00:00,44.375001127054105,41.7,Pico de Demanda Inesperado,1,Pending...
Tunja_197,Tunja,2024-02-02 14:00:00,2024-02-02 14:00:00,44.31799132955668,53.6,Pico de Demanda Inesperado,1,Pending...
Sogamoso_127,Sogamoso,2021-09-15 08:00:00,2021-09-15 08:00:00,44.18259306050031,38.7,Pico de Demanda Inesperado,1,Pending...
Sogamoso_301,Sogamoso,2024-08-19 05:00:00,2024-08-19 05:00:00,44.17546683581313,6.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_120,Sogamoso,2020-08-28 15:00:00,2020-08-28 15:00:00,43.99018499394652,20.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_215,Sogamoso,2023-05-17 17:00:00,2023-05-17 17:00:00,43.744,77.8,Pico de Demanda Inesperado,2,Pending...
Chiquinquirá_3,Chiquinquirá,2018-02-20 07:00:00,2018-02-20 07:00:00,43.69800978177224,52.6,Pico de Demanda Inesperado,1,Pending...
Tunja_40,Tunja,2018-11-17 12:00:00,2018-11-17 12:00:00,43.548359063341515,67.8,Pico de Demanda Inesperado,1,Pending...
Sogamoso_407,Sogamoso,2025-08-16 05:00:00,2025-08-16 05:00:00,43.41296079428514,5.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_75,Sogamoso,2019-05-25 13:00:00,2019-05-25 13:00:00,43.30606742397748,26.7,Pico de Demanda Inesperado,1,Pending...
